poem_name,ttr_orig,tok_sent_orig,char_word_orig,ttr_gen,tok_sent_gen,char_word_gen,ttr_ppt,tok_sent_ppt,char_word_ppt,n_unique_uni_ppt,n_unique_uni_gen,n_unique_uni_orig,n_uni_comuns_orig_ppt,n_uni_comuns_gen_ppt,n_uni_comuns_orig_gen,n_unique_bi_ppt,n_unique_bi_gen,n_unique_bi_orig,bi_repet_orig,bi_repet_gen,n_bi_comuns_orig_ppt,n_bi_comuns_gen_ppt,n_bi_comuns_orig_gen,n_unique_tri_ppt,n_unique_tri_gen,n_unique_tri_orig,tri_repet_orig,tri_repet_gen,n_tri_comuns_orig_ppt,n_tri_comuns_gen_ppt,n_tri_comuns_orig_gen
kat,0.9333333333333333,15.0,3.7333333333333334,0.627906976744186,25.8,4.294573643410852,0.6513157894736842,21.714285714285715,4.026315789473684,98,80,14,6,25,4,143,120,14,0,8,0,9,0,148,126,13,0,1,0,1,0
